Record_ID,Customer_Name,City,State,Region,Category,Sub_Category,Transaction_Date,Quantity,Unit_Price,Discount,Revenue,Profit,Rating,Status
SOC1198,Michael Tapia,Myersborough,Alaska,North,A,Type2,2025-07-31,6,844.97,0.09,9241.83,837.23,4.9,Pending
SOC1199,Sarah Lucero,East Molly,Michigan,West,C,Type1,2025-06-26,6,46.21,0.1,6206.41,2447.59,1.1,Cancelled
SOC1200,James Martinez,East Ashleyland,Massachusetts,East,C,Type2,2025-09-10,10,514.15,0.18,9412.85,1749.52,1.1,Completed
SOC1201,Jeff Johnson,South Christianland,Nebraska,South,D,Type1,2023-08-07,6,96.7,0.17,7883.28,1058.32,2.2,Completed
SOC1202,Kristi Neal,Matthewside,Michigan,West,A,Type2,2025-12-17,5,14.04,0.05,4151.49,2134.05,3.5,Cancelled
SOC1203,Linda Mcpherson,South Kaylee,Utah,North,D,Type3,2025-09-26,15,717.48,0.15,9539.01,-17.82,1.1,Pending
SOC1204,Andrea Austin,Port Amandaville,Iowa,South,D,Type2,2024-12-07,16,177.25,0.2,4253.77,,4.6,Completed
SOC1205,Kathleen Maldonado,North Barbara,Nebraska,South,A,Type3,2024-05-09,5,627.16,0.2,2650.89,1938.5,2.1,Cancelled
SOC1206,Mr. Hunter Schroeder,Lake Justinchester,New Jersey,North,D,Type1,2025-05-15,2,371.22,0.02,8328.71,-55.55,1.8,Completed
SOC1207,Emma Jackson,Wigginsburgh,New Mexico,North,D,Type3,2023-09-27,8,242.4,0.21,6604.74,4496.83,3.4,Cancelled
SOC1208,Robert Conley,New Michael,Wyoming,South,D,Type1,2025-08-11,5,307.84,0.11,1325.28,210.05,3.2,Completed
SOC1209,Mr. Kevin Mckenzie,West Stephen,Nevada,North,C,Type2,2024-04-08,4,869.49,0.11,242.6,2544.98,1.3,Cancelled
SOC1210,Angela Weber,Millston,North Dakota,South,D,Type2,2024-08-25,3,547.51,0.28,4611.41,3617.01,1.5,Cancelled
SOC1211,Donna Aguilar,Juanbury,Ohio,North,A,Type3,2023-09-29,14,895.13,0.26,6870.28,-217.17,1.3,Completed
SOC1212,Austin Hall,Griffinberg,Colorado,East,B,Type1,2023-09-08,15,442.2,0.1,8552.09,-333.48,2.4,Cancelled
SOC1213,Megan Matthews,South Robert,Kansas,East,C,Type2,2023-07-30,9,204.33,0.09,9568.12,2831.5,4.9,Cancelled
SOC1214,Michael Burton,Lake Heatherton,South Dakota,South,B,Type2,2023-12-28,13,605.64,0.04,7805.02,968.01,4.5,Completed
SOC1215,Terry Wilson,East Frankstad,Pennsylvania,East,C,Type2,2024-02-28,2,275.77,0.03,8575.22,786.59,2.0,Completed
SOC1216,Dustin Hubbard,East Troy,Oregon,East,D,Type3,2025-09-19,3,702.5,0.03,4082.64,2785.46,3.6,Completed
SOC1217,Amy Ramirez,Lake Lynn,North Dakota,South,B,Type2,2024-05-18,6,648.67,0.05,720.63,4902.32,3.2,Cancelled
SOC1218,Alexandra Jones,East Ryanville,Mississippi,South,C,Type3,2023-10-06,18,903.54,0.02,5131.98,1171.98,3.3,Completed
SOC1219,Christopher Contreras,West Alyssatown,Nevada,North,C,Type1,2025-04-25,8,855.3,0.11,5674.57,3889.07,2.6,Cancelled
SOC1220,Tammy Bryant,West Anthony,Georgia,North,C,Type1,2024-03-17,6,150.56,0.2,5063.82,3511.63,4.2,Pending
SOC1221,Claudia Robinson,Tammyberg,New Hampshire,South,D,Type3,2023-06-26,16,264.44,0.2,879.49,889.42,1.6,Cancelled
SOC1222,David Mclaughlin,Clinebury,Minnesota,North,C,Type3,2025-08-28,2,433.12,0.09,3840.98,-254.98,4.2,Pending
SOC1223,Rachel Gross,East Kathleen,Wisconsin,North,A,Type1,2023-08-11,3,745.07,0.07,1015.13,1847.52,3.1,Cancelled
SOC1224,Laura Bradshaw,Victoriabury,Washington,East,C,Type2,2025-11-14,11,13.99,0.04,9686.69,4695.6,4.5,Cancelled
SOC1225,Casey Hernandez,Whitakerhaven,Nevada,West,D,Type2,2023-07-22,5,508.77,0.14,1843.4,-499.52,1.0,Completed
SOC1226,Thomas Rose,West Jason,Delaware,North,A,Type1,2025-06-13,17,609.7,0.13,2676.44,2747.24,1.8,Completed
SOC1227,Matthew Johnson,East Daniel,Nevada,North,A,Type2,2026-04-14,1,560.38,0.23,2858.07,2059.51,4.5,Completed
SOC1228,Scott Rosales,Jasonstad,Missouri,South,C,Type3,2026-05-11,10,858.83,0.29,4026.97,2892.52,4.3,Pending
SOC1229,Sean Johnson,Parkerton,Vermont,East,B,Type1,2026-04-30,17,15.09,0.2,7693.47,2647.33,4.2,Completed
SOC1230,Janice Evans,North Donnatown,Louisiana,East,B,Type2,2025-01-07,16,298.73,0.08,2532.76,526.68,2.1,Pending
SOC1231,Tyler Sanchez,Hensleyside,Kansas,South,D,Type3,2024-02-15,11,613.5,0.02,8199.77,3270.63,3.7,Pending
SOC1232,Leslie Martinez,Mosleytown,New Jersey,South,D,Type2,2023-08-07,2,900.44,0.12,649.53,1543.06,3.6,Completed
SOC1233,Steven Kelley,South Ashleyfort,Tennessee,West,B,Type3,2023-11-23,4,385.34,0.16,7106.19,534.33,2.4,Pending
SOC1234,William Griffin,Adamhaven,Tennessee,North,D,Type2,2025-02-09,7,500.84,0.28,7735.42,1277.95,3.3,Pending
SOC1235,Joshua Brennan,Kentton,Pennsylvania,South,A,Type1,2024-06-18,14,317.33,0.17,191.82,1082.61,2.1,Cancelled
SOC1236,Ashlee Fernandez,Delgadobury,Mississippi,East,D,Type3,2025-12-26,13,78.19,0.16,2046.33,761.4,1.9,Pending
SOC1237,Michael Velasquez,Ginaview,South Dakota,West,B,Type3,2023-12-23,6,351.79,0.13,3955.34,78.49,3.0,Completed
SOC1238,Gabriella Oliver,West Ginastad,Arkansas,West,A,Type2,2023-06-03,1,242.76,,1995.02,4507.2,2.5,Pending
SOC1239,Carl Townsend,Port Scott,Illinois,South,A,Type2,2023-10-07,14,261.4,0.01,8545.79,4985.41,3.3,Cancelled
SOC1240,Ricardo Smith,New Thomas,Maine,South,D,Type2,2025-11-17,15,269.42,0.02,2781.15,3190.12,3.3,Cancelled
SOC1241,Megan Marshall,Port Samuelbury,Alabama,South,B,Type3,2025-05-04,19,103.46,0.14,1970.01,4451.61,4.8,Pending
SOC1242,James Rios,South Jonathan,Delaware,North,A,Type3,2025-02-18,14,946.24,0.12,1615.61,,4.8,Pending
SOC1243,Christopher Ramirez,Port Joseph,Pennsylvania,West,A,Type2,2024-10-12,10,316.98,0.21,7253.6,162.5,4.6,Cancelled
SOC1244,Christopher Davis,South Angela,Louisiana,North,C,Type2,2026-05-20,7,604.92,0.28,8616.46,2869.7,2.8,Cancelled
SOC1245,Eric Baker,Velezside,Montana,South,B,Type3,2025-08-25,13,589.39,0.21,1012.63,-1.25,4.8,Cancelled
SOC1246,Angela Serrano,Flynnborough,Montana,South,D,Type2,2025-11-20,13,368.69,0.23,9253.54,-45.52,1.6,Completed
SOC1247,Gabriel Jones,Ramirezside,New Mexico,South,B,Type1,2026-05-10,6,683.21,0.17,8018.71,4775.13,2.7,Completed
SOC1248,Sheri Williams,Bakerchester,Vermont,North,B,Type3,2025-04-18,17,508.04,0.09,1281.73,4451.73,1.9,Completed
SOC1249,Kimberly Thomas,East Charlesstad,Maryland,East,B,Type3,2024-10-04,5,813.75,0.15,7260.15,3813.06,5.0,Cancelled
SOC1250,Stephen Elliott,South Bonniemouth,Vermont,East,C,Type3,2025-02-28,15,370.16,0.05,9903.5,2677.34,2.3,Cancelled
SOC1251,John Moore,Jonesberg,Maine,East,D,Type1,2025-05-10,12,339.53,0.12,3628.14,3379.73,4.7,Cancelled
SOC1252,Michelle Arellano,Lisaview,Idaho,North,B,Type3,2023-07-20,13,524.15,0.21,7263.84,1144.15,2.6,Cancelled
SOC1253,Mrs. Tracy Ramirez,Watkinsborough,Ohio,South,C,Type1,2024-09-02,8,312.03,0.11,806.08,,3.1,Pending
SOC1254,Ethan Harris,Olsenshire,Arizona,East,C,Type1,2023-06-19,2,14.28,0.12,8846.04,3743.28,4.0,Completed
SOC1255,Lisa Arnold,West Thomasfort,Nebraska,South,A,Type2,2023-07-31,4,830.96,0.26,5826.54,2278.96,4.0,Pending
SOC1256,Christine Wilkins,Port Christina,Montana,West,A,Type1,2025-10-20,3,748.51,0.19,3256.16,4325.1,2.0,Cancelled
SOC1257,Jessica Navarro,East Brendamouth,Michigan,West,D,Type1,2023-08-09,3,67.16,0.01,5428.21,1803.43,1.5,Cancelled
SOC1258,Joseph Wood,Garciaville,West Virginia,North,A,Type2,2025-09-01,11,261.28,0.01,8750.89,-477.84,2.8,Completed
SOC1259,Amanda Henderson,New Michael,Iowa,East,A,Type3,2024-02-29,10,145.23,0.22,2503.29,3020.6,1.1,Cancelled
SOC1260,Jeffrey Bauer,Crystalburgh,Rhode Island,North,D,Type1,2025-06-14,17,776.01,0.29,1093.85,492.76,3.9,Completed
SOC1261,Mrs. Natasha Thomas,Rojasmouth,South Carolina,South,C,Type2,2025-09-17,12,600.56,0.28,2414.57,1782.04,2.0,Pending
SOC1262,Marcus Nielsen,Joseberg,Oklahoma,North,A,Type1,2025-11-04,2,157.32,0.01,1220.53,632.1,2.9,Pending
SOC1263,Anthony Williams,Riosstad,Missouri,West,C,Type2,2026-05-09,4,918.8,0.13,4938.64,3802.61,4.3,Completed
SOC1264,Brittany Kramer,Kimberlyborough,Connecticut,West,A,Type1,2023-06-05,12,271.16,0.12,5961.85,3366.1,3.0,Pending
SOC1265,Andrew Torres,Mcguireview,New Mexico,East,B,Type3,2025-01-11,9,897.88,0.05,4477.42,3482.56,4.7,Pending
SOC1266,Ronald Hale Jr.,Sandersside,Alabama,West,B,Type1,2024-01-09,17,514.5,0.19,686.02,1844.39,4.3,Completed
SOC1267,Deborah Santos,Connerbury,Indiana,South,B,Type1,2024-04-04,6,371.27,0.05,5742.84,3119.84,2.9,Completed
SOC1268,Dr. Robert Gill,West Eugene,Minnesota,North,B,Type2,2025-02-08,3,275.49,0.18,4269.0,-76.32,1.3,Cancelled
SOC1269,Daniel Cook,South Timothy,Idaho,North,D,Type1,2025-01-01,3,915.8,0.22,7933.7,859.52,4.3,Pending
SOC1270,Melissa Griffin,North Michelleland,Delaware,North,B,Type2,2025-10-20,17,225.92,0.1,8681.94,,3.1,Cancelled
SOC1271,Melissa Lopez,Micheleton,New York,South,B,Type1,2024-05-31,16,499.15,0.07,9462.7,3668.3,1.4,Pending
SOC1272,Tammie Price,New Andrea,Arkansas,West,D,Type2,2024-11-29,9,636.89,0.06,6277.34,2731.7,3.2,Completed
SOC1273,Glenn Elliott,Danielburgh,Hawaii,East,C,Type3,2023-06-07,15,77.02,0.09,8889.82,116.34,1.4,Completed
SOC1274,Sandra Schmidt,Jasonshire,Tennessee,East,B,Type3,2024-08-24,9,320.98,0.0,4024.13,4419.69,2.2,Pending
SOC1275,Jennifer Landry,Port Joshua,Arizona,West,C,Type1,2024-08-03,15,12.27,,7574.61,1948.27,4.3,Pending
SOC1276,Lauren Brady,North Debratown,New York,West,D,Type1,2025-08-12,6,793.88,,146.84,2498.01,4.1,Completed
SOC1277,Karen Turner,Dyerville,Utah,West,A,Type1,2026-05-08,7,350.87,0.09,695.54,2042.27,2.1,Cancelled
SOC1278,John Jones,West Thomas,Nevada,North,C,Type1,2024-01-07,17,210.64,0.17,6739.96,-485.42,3.7,Pending
SOC1279,David Thompson,South Brittany,Connecticut,South,B,Type2,2025-04-13,4,458.39,0.18,9475.01,4969.05,2.7,Cancelled
SOC1280,Mary Black,West Samueltown,Pennsylvania,East,A,Type1,2024-03-13,6,192.45,,7631.19,2087.35,1.6,Cancelled
SOC1281,Lori White,Cynthiaside,Maine,South,C,Type1,2023-10-17,10,947.15,0.16,315.19,3615.36,2.2,Pending
SOC1282,Brian Reyes,Ashleyland,Indiana,South,B,Type2,2026-04-12,14,995.77,0.02,9905.18,4451.03,3.8,Completed
SOC1283,Maria Morrison,Jessicahaven,North Dakota,South,C,Type2,2024-11-19,18,618.27,0.16,6274.93,4867.33,2.6,Completed
SOC1284,Carrie Wright,Cruzstad,Delaware,South,B,Type2,2024-05-27,13,818.66,0.3,1605.26,3833.97,4.6,Completed
SOC1285,Mariah Walker,North Carrieside,Kansas,East,D,Type2,2024-09-22,15,591.84,0.12,2125.65,2162.14,1.1,Pending
SOC1286,Derrick Barnes,Christophermouth,North Dakota,East,D,Type1,2024-12-02,6,655.34,0.09,7358.0,4081.56,2.4,Completed
SOC1287,Kenneth Hansen,West Jadeshire,West Virginia,South,A,Type1,2024-09-04,14,789.27,0.06,3603.09,2217.84,1.5,Cancelled
SOC1288,Glenn Cameron,Kimberlyhaven,Alabama,North,B,Type1,2024-10-08,10,443.52,0.24,9728.06,2338.86,1.4,Completed
SOC1289,Rebecca Williams,West Ralph,Utah,East,C,Type2,2024-12-20,14,74.95,0.14,7531.5,2226.97,1.7,Pending
SOC1290,Laura Reid,Ashleychester,Oregon,West,A,Type2,2026-02-12,4,27.66,0.24,6287.27,3901.9,2.1,Pending
SOC1291,Ryan Mitchell,New Kendrastad,Georgia,North,C,Type1,2024-11-06,13,721.69,0.27,8013.16,3633.34,2.0,Completed
SOC1292,Mark Waller,South Ericborough,West Virginia,East,D,Type2,2025-11-06,17,54.31,0.26,3420.26,704.15,1.3,Cancelled
SOC1293,Lisa Smith,,Iowa,South,C,Type2,2023-08-01,6,689.23,0.26,3669.68,45.02,4.3,Cancelled
SOC1294,Robert Sanchez,Thompsonborough,Arizona,West,A,Type2,2025-03-25,16,373.26,0.07,6785.35,1318.97,1.3,Cancelled
SOC1295,Rebecca Eaton,Rodriguezville,Oregon,South,C,Type3,2025-01-25,9,291.88,0.16,8239.76,970.79,3.3,Cancelled
SOC1296,Doris Stark,New Jamie,Maryland,North,D,Type1,2025-11-21,8,416.15,0.18,1307.52,367.97,4.9,Pending
SOC1297,Frances Black,Robertstad,Pennsylvania,East,A,Type1,2025-08-11,5,186.91,0.05,8901.99,-351.79,2.2,Pending
SOC1298,Angela Rodriguez,Barajasmouth,Kentucky,North,B,Type2,2024-05-15,19,984.52,0.22,320.3,1595.1,3.8,Cancelled
SOC1299,Dawn Perry,New Charlesview,Oklahoma,South,A,Type1,2025-01-15,17,999.61,0.02,9880.94,-357.8,2.3,Completed
SOC1300,Casey Bentley,Gabriellaborough,Wisconsin,East,D,Type3,2024-02-06,17,16.24,0.22,6631.0,616.56,3.4,Completed
SOC1301,Francisco Velazquez,West Isaiahtown,Delaware,East,A,Type1,2024-04-12,2,710.37,0.08,9567.29,-152.65,2.3,Cancelled
SOC1302,Ronald Cook,Debrahaven,Louisiana,North,D,Type1,2023-12-15,8,227.59,0.04,4590.78,3765.07,3.4,Pending
SOC1303,Sylvia Crane,Mclaughlinton,Texas,East,D,Type2,2023-12-20,3,314.6,0.06,6549.41,2838.48,1.1,Completed
SOC1304,Misty Walters,North Kyle,South Carolina,North,D,Type3,2026-03-29,4,968.77,0.13,6136.12,2288.43,2.4,Pending
SOC1305,Donna Chapman,,Washington,West,A,Type2,2023-06-29,5,709.62,0.14,7465.81,4441.09,4.3,Cancelled
SOC1306,Jessica Mcclain,Erictown,South Carolina,North,C,Type2,2025-09-08,11,313.34,0.14,4415.3,807.08,2.4,Pending
SOC1307,Joann Chaney,Erikamouth,Texas,North,C,Type3,2025-12-08,3,243.33,0.14,2205.37,4010.9,1.8,Cancelled
SOC1308,Jerry Barrett,West Cynthia,Tennessee,North,C,Type3,2025-02-08,9,690.47,0.2,9004.22,1841.64,1.1,Completed
SOC1309,Diana Ferguson,Aaronberg,South Carolina,South,A,Type3,2025-09-28,8,374.2,0.04,4588.9,4402.73,2.7,Cancelled
SOC1310,Mr. Dave Fernandez MD,Lake Steven,North Dakota,East,D,Type3,2023-11-01,19,224.12,0.11,1146.93,4613.56,2.5,Completed
SOC1311,Jacob Davis,Chungfort,Florida,South,A,Type1,2023-09-11,7,29.98,0.1,1468.73,594.13,3.3,Completed
SOC1312,Valerie Austin,East Amyside,Colorado,East,D,Type3,2024-09-19,8,466.56,0.03,6280.16,2523.04,3.3,Completed
SOC1313,Robert Morris,Laurieport,West Virginia,West,A,Type3,2026-01-06,6,294.94,0.28,620.36,,2.5,Completed
SOC1314,Deborah Oconnell,Lake Dawnhaven,West Virginia,North,A,Type1,2025-04-15,4,613.76,0.04,6429.77,208.87,2.8,Pending
SOC1315,Jason Barnes,East Paul,Georgia,West,A,Type2,2023-09-30,2,188.98,0.3,1167.2,4378.27,4.9,Pending
SOC1316,Mario Wilson,New Williamberg,Arizona,South,B,Type2,2025-09-27,19,766.53,0.08,7301.81,,3.3,Completed
SOC1317,Christopher Collier Jr.,Lake Alison,Colorado,South,D,Type1,2024-07-13,5,511.87,0.11,2157.48,3115.08,4.1,Pending
SOC1318,Jacqueline Moss,Curryview,Maine,South,C,Type2,2025-06-12,3,335.4,0.28,8011.62,,3.2,Cancelled
SOC1319,Marc Hart,North Leah,Arkansas,West,A,Type1,2023-06-23,15,456.3,0.2,3550.65,2661.0,3.8,Completed
SOC1320,Devin Walters,Yesenialand,Arizona,West,B,Type3,2025-03-09,6,257.17,0.16,6909.49,3783.98,4.6,Cancelled
SOC1321,Brittany Rodriguez,East Victoriamouth,Massachusetts,South,B,Type3,2023-09-22,16,748.52,0.19,4852.86,,4.4,Completed
SOC1322,Kelly Green,Tateton,Connecticut,East,A,Type1,2023-10-26,5,731.78,0.02,9960.77,4878.63,3.0,Cancelled
SOC1323,Brandon Mahoney,Lake Marissa,Alaska,North,A,Type1,2026-01-17,17,224.78,0.02,4224.87,3410.53,4.3,Pending
SOC1324,Nancy Barnett,Port Michelletown,Nebraska,South,D,Type2,2025-03-05,2,159.26,0.28,8660.83,920.21,4.3,Pending
SOC1325,Nicole Clay,North Ruthshire,Ohio,West,B,Type1,2026-04-10,19,55.83,0.18,9148.75,356.23,2.5,Completed
SOC1326,Jean Patel,Christophermouth,Arkansas,West,C,Type1,2025-05-06,7,359.71,0.23,6067.43,486.58,2.9,Pending
SOC1327,Jerry Knight,Nicholsview,New Jersey,South,D,Type1,2025-04-27,2,487.17,0.27,2215.5,4513.37,1.1,Pending
SOC1328,James Richards,Ashleyview,Ohio,West,D,Type3,2024-12-28,3,366.51,0.24,8379.11,4248.51,1.7,Completed
SOC1329,Isabella Smith,Potterborough,Oklahoma,West,A,Type2,2024-06-12,18,617.66,0.07,8594.6,-6.24,2.2,Cancelled
SOC1330,Diane Stewart,Carlaside,Indiana,North,B,Type2,2023-11-24,11,998.39,0.01,459.05,1806.1,4.3,Cancelled
SOC1331,Kenneth Cox,South Williamfort,Nebraska,East,D,Type1,2026-01-06,8,137.28,0.1,9630.05,-408.98,4.1,Completed
SOC1332,Robert Andrews,Edwardport,Vermont,East,C,Type1,2023-09-28,19,206.64,0.05,7362.71,4794.64,1.1,Cancelled
SOC1333,Amy Harris,Port Tammy,Ohio,East,D,Type3,2024-04-01,7,419.57,0.08,3797.8,,3.8,Cancelled
SOC1334,Nathan Morales,Paulport,New York,North,B,Type2,2024-07-29,19,478.72,0.28,7876.61,4603.95,4.1,Completed
SOC1335,Adam Lester,Bennettside,Maine,East,C,Type1,2024-09-24,15,663.7,0.02,5172.62,2334.83,3.0,Pending
SOC1336,John Frye,Roymouth,New Jersey,South,C,Type3,2024-12-16,12,916.35,0.17,488.48,3858.1,4.6,Cancelled
SOC1337,Joseph Thomas,Larsonmouth,Nevada,North,D,Type2,2025-01-08,13,277.98,0.27,2039.66,4751.52,2.9,Pending
SOC1338,Daniel Boyd,Robertsside,Missouri,North,C,Type3,2024-01-03,7,749.35,0.22,6153.74,2964.7,2.7,Cancelled
SOC1339,Lori Hayes,Tammyfort,Michigan,South,B,Type3,2023-06-28,4,544.55,0.07,6728.27,1110.37,4.4,Cancelled
SOC1340,Carol Craig,Johnsport,Nevada,East,A,Type2,2024-04-29,7,664.2,0.08,9120.06,3577.99,1.6,Cancelled
SOC1341,James Robbins,East Robertmouth,New York,East,B,Type2,2023-06-22,7,744.36,0.06,7831.08,,2.8,Completed
SOC1342,Andrew Brown,Lake Robert,Oregon,West,B,Type2,2025-12-24,19,21.15,0.09,7424.78,-384.57,4.5,Completed
SOC1343,Michael Compton,Lucastown,Montana,East,C,Type2,2023-07-08,5,37.97,0.13,5583.6,538.1,2.0,Cancelled
SOC1344,Michael Castaneda,Lake Kara,South Carolina,South,B,Type1,2025-09-12,18,389.31,0.28,1807.7,3581.58,2.3,Pending
SOC1345,Karen Delgado,Danielmouth,Wyoming,North,C,Type2,2024-02-29,3,317.53,0.13,7543.31,2793.45,4.9,Pending
SOC1346,Ashley Russell,Danamouth,New Jersey,West,C,Type1,2024-09-11,1,403.32,0.02,4556.29,4266.24,1.6,Pending
SOC1347,Laura Rojas,Victoriaville,Connecticut,East,A,Type3,2025-01-08,14,963.03,0.02,1700.95,4159.25,2.3,Cancelled
SOC1348,Andre Perkins,Lake Marcusport,Texas,South,C,Type1,2026-04-16,9,113.15,0.28,3818.28,1569.87,4.2,Cancelled
SOC1349,Michael White,Duncanstad,North Carolina,North,B,Type3,2025-05-20,14,386.76,0.11,6787.65,515.08,2.9,Cancelled
SOC1350,Janice Harrison,Fergusonport,Minnesota,West,A,Type1,2025-05-12,5,858.51,0.19,5440.28,-12.05,2.9,Cancelled
SOC1351,Michael Webster,Rodriguezshire,Texas,West,A,Type1,2023-08-03,4,672.47,0.04,7579.49,1745.9,2.2,Pending
SOC1352,Steven White,Silvaland,South Carolina,North,C,Type1,2026-04-16,4,336.73,0.1,7822.3,4460.93,4.2,Cancelled
SOC1353,Elizabeth Brady,Lake Elizabethland,South Dakota,South,B,Type1,2025-06-18,8,821.21,0.15,9623.94,2249.19,1.7,Cancelled
SOC1354,Steven Newman,Michelestad,Nebraska,West,D,Type2,2026-05-21,14,549.94,0.09,2253.93,2319.11,2.9,Completed
SOC1355,Amanda Hunter,Lake Sharon,Mississippi,North,D,Type2,2025-09-09,18,842.79,0.03,2076.05,1138.39,2.5,Cancelled
SOC1356,Michelle Manning,North Stacymouth,Wyoming,North,B,Type1,2024-12-08,4,475.0,0.08,6346.07,4855.28,2.4,Pending
SOC1357,Lance Mcneil,Jennifermouth,Rhode Island,South,D,Type1,2023-06-05,4,501.2,0.11,3012.45,317.09,4.8,Completed
SOC1358,Ashley Fields,,Massachusetts,South,B,Type1,2024-04-26,11,532.1,0.24,5919.46,3508.37,1.2,Pending
SOC1359,Sarah Rush,Rowlandport,South Carolina,West,B,Type3,2023-06-24,1,260.19,0.0,1737.24,1801.81,1.3,Completed
SOC1360,Chris Sandoval,Wilsonberg,Hawaii,East,C,Type2,2024-03-19,4,736.81,0.29,3748.46,3239.14,3.1,Completed
SOC1361,James Peterson,Castrochester,New York,North,A,Type2,2023-10-24,10,90.3,0.04,4960.3,1324.79,4.3,Cancelled
SOC1362,Elizabeth Hatfield,North Derekfurt,Nevada,North,C,Type1,2025-08-14,12,879.17,0.17,1001.07,1263.67,1.7,Cancelled
SOC1363,Katherine Christensen,Turnerview,Wyoming,West,B,Type3,2024-10-05,12,517.99,0.28,5462.03,4206.9,2.0,Pending
SOC1364,Jonathan Perez,South Lesliemouth,Oregon,South,A,Type3,2024-09-08,8,733.26,0.14,5795.17,1871.2,2.7,Pending
SOC1365,Geoffrey Conner,Simmonsstad,Iowa,East,A,Type2,2024-09-18,1,574.66,0.28,5235.82,362.98,3.5,Pending
SOC1366,Richard Johnson,North Richardbury,Connecticut,East,C,Type1,2025-04-25,14,802.57,0.11,505.9,962.09,4.4,Completed
SOC1367,Robert Hunt,Harrisberg,Washington,South,B,Type3,2026-05-06,8,665.14,0.1,5259.82,-418.76,2.6,Pending
SOC1368,Sarah Buchanan,Sherryborough,Wisconsin,North,A,Type2,2026-01-27,15,453.46,0.1,7988.04,961.86,2.8,Completed
SOC1369,Margaret Hogan,Jonesshire,Colorado,East,A,Type2,2023-12-18,9,394.98,,7541.86,-222.41,3.0,Cancelled
SOC1370,Jessica Villegas,East Francisco,Indiana,South,C,Type1,2023-07-07,14,798.03,0.26,2361.53,561.19,2.1,Cancelled
SOC1371,Amber Chandler,Codyshire,Georgia,North,C,Type2,2026-02-10,6,138.93,0.2,1512.8,4704.73,3.1,Cancelled
SOC1372,Brent Bryant,North Alexis,Michigan,South,B,Type3,2025-01-14,14,971.0,0.25,2482.57,1210.32,3.4,Pending
SOC1373,Mr. Austin Hernandez,Port Maryview,Ohio,North,A,Type1,2024-11-15,7,871.6,0.1,8330.64,3704.37,1.3,Cancelled
SOC1374,Alejandra Shepherd,Angelashire,Florida,West,A,Type3,2024-07-25,18,494.05,0.18,7486.8,2150.3,1.6,Pending
SOC1375,Leah Liu,West Emma,Oklahoma,East,A,Type3,2024-02-07,7,645.59,0.02,5889.73,4435.4,1.1,Completed
SOC1376,Kendra Lee,Nicoleport,Wisconsin,West,B,Type2,2025-06-20,13,825.35,0.0,8234.48,2663.3,2.8,Cancelled
SOC1377,Sheila Davis,East Franciscochester,Indiana,North,C,Type2,2025-04-08,15,856.02,0.03,8292.77,1468.48,1.9,Cancelled
SOC1378,Carlos Gay PhD,North Paula,Idaho,South,A,Type1,2023-10-28,18,713.43,0.27,9610.77,1555.1,5.0,Pending
SOC1379,Marcus Allen,Figueroamouth,Arkansas,West,C,Type3,2024-01-22,3,643.13,0.07,469.91,4095.78,3.5,Cancelled
SOC1380,Peter Bautista,East Ginashire,Maine,East,D,Type1,2025-05-21,12,982.18,0.07,1158.35,4036.6,3.7,Pending
SOC1381,Jared Conley,Port Dennis,Montana,South,C,Type2,2025-01-11,1,345.23,0.2,9672.3,4087.77,1.8,Completed
SOC1382,James Bell,Reyesfurt,Kentucky,South,C,Type1,2025-05-01,14,592.79,0.02,7731.81,2019.75,1.4,Cancelled
SOC1383,Nicole Black,East Jonathanland,Kentucky,East,D,Type3,2025-04-28,19,52.94,0.15,9395.02,1313.76,3.6,Pending
SOC1384,Mary Stevens,North Joseph,California,North,D,Type2,2025-07-05,15,466.74,0.1,3574.56,2212.5,4.8,Pending
SOC1385,Olivia Combs MD,Michaelland,Vermont,North,A,Type3,2025-10-14,4,470.19,0.2,6687.3,2513.34,4.4,Completed
SOC1386,David Mckinney,Warrenville,New York,North,D,Type1,2024-01-07,4,629.14,0.1,4523.54,4769.18,3.4,Pending
SOC1387,Jared Rios,Hannahshire,Tennessee,South,A,Type2,2025-01-23,18,591.36,0.17,3646.66,2499.1,4.2,Pending
SOC1388,Kurt Robertson,Taylorport,Ohio,West,B,Type3,2024-07-30,3,80.92,0.29,9651.58,195.46,2.1,Completed
SOC1389,Melody Morales,Stanleychester,Washington,North,C,Type2,2024-02-07,7,839.63,0.3,2591.06,2573.25,2.7,Completed
SOC1390,Cory Mendez,South Charlesberg,Connecticut,East,C,Type1,2025-12-05,9,533.33,0.07,2779.34,3772.4,2.9,Cancelled
SOC1391,Brittany Ferguson,Mccallville,North Carolina,East,A,Type2,2025-05-26,5,84.72,0.07,1316.06,854.89,4.8,Cancelled
SOC1392,Adrian Campbell,Cooperborough,Arizona,West,C,Type2,2025-04-26,19,827.32,0.15,4072.7,1362.96,3.3,Pending
SOC1393,Jill Mcbride,Lake Austin,Vermont,East,D,Type2,2025-12-16,13,604.18,0.02,2944.11,4680.99,1.3,Completed
SOC1394,Samantha Wolf,New Monica,Kentucky,South,A,Type2,2026-03-22,6,846.37,0.29,5365.67,4644.43,3.8,Completed
SOC1395,John Lopez,New Danielport,New Hampshire,North,D,Type3,2025-09-11,19,897.75,0.07,7068.92,-9.6,1.0,Pending
SOC1396,Danielle Wells,North Justinview,Illinois,East,B,Type2,2023-07-11,2,843.79,0.21,9751.37,4802.5,1.1,Pending
